Country,Weight_kg,Price_KRW
Lebanon,15.0,126000
Lebanon,15.5,129500
Lebanon,16.0,133000
Lebanon,16.5,136500
Lebanon,17.0,140500
Lebanon,17.5,144000
Lebanon,18.0,147500
Lebanon,18.5,151000
Lebanon,19.0,155000
Lebanon,19.5,158500
Lebanon,20.0,162000
Lebanon,20.5,158500
Luxembourg,0.5,20500
Luxembourg,1.0,24500
Luxembourg,1.5,28000
Luxembourg,2.0,31500
Luxembourg,2.5,35000
Luxembourg,3.0,39000
Luxembourg,3.5,42500
Luxembourg,4.0,46000
Luxembourg,4.5,49500
Luxembourg,5.0,53500
Luxembourg,5.5,57000
Luxembourg,6.0,60500
Luxembourg,6.5,64500
Luxembourg,7.0,68000
Luxembourg,7.5,71500
Luxembourg,8.0,75000
Luxembourg,8.5,78500
Luxembourg,9.0,82500
Luxembourg,9.5,86000
Luxembourg,10.0,89500
Luxembourg,10.5,93500
Luxembourg,11.0,97000
Luxembourg,11.5,100500
Luxembourg,12.0,104000
Luxembourg,12.5,108000
Luxembourg,13.0,111500
Luxembourg,13.5,115000
Luxembourg,14.0,118500
Luxembourg,14.5,122500
Luxembourg,15.0,126000
Luxembourg,15.5,129500
Luxembourg,16.0,133000
Luxembourg,16.5,136500
Luxembourg,17.0,140500
Luxembourg,17.5,144000
Luxembourg,18.0,147500
Luxembourg,18.5,151000
Luxembourg,19.0,155000
Luxembourg,19.5,158500
Luxembourg,20.0,162000
Luxembourg,20.5,158500
Marshall Islands,0.5,20500
Marshall Islands,1.0,24500
Marshall Islands,1.5,28000
Marshall Islands,2.0,31500
Marshall Islands,2.5,35000
Marshall Islands,3.0,39000
Marshall Islands,3.5,42500
Marshall Islands,4.0,46000
Marshall Islands,4.5,49500
Marshall Islands,5.0,53500
Marshall Islands,5.5,57000
Marshall Islands,6.0,60500
Marshall Islands,6.5,64500
Marshall Islands,7.0,68000
Marshall Islands,7.5,71500
Marshall Islands,8.0,75000
Marshall Islands,8.5,78500
Marshall Islands,9.0,82500
Marshall Islands,9.5,86000
Marshall Islands,10.0,89500
Marshall Islands,10.5,93500
Marshall Islands,11.0,97000
Marshall Islands,11.5,100500
Marshall Islands,12.0,104000
Marshall Islands,12.5,108000
Marshall Islands,13.0,111500
Marshall Islands,13.5,115000
Marshall Islands,14.0,118500
Marshall Islands,14.5,122500
Marshall Islands,15.0,126000
Marshall Islands,15.5,129500
Marshall Islands,16.0,133000
Marshall Islands,16.5,136500
Marshall Islands,17.0,140500
Marshall Islands,17.5,144000
Marshall Islands,18.0,147500
Marshall Islands,18.5,151000
Marshall Islands,19.0,155000
Marshall Islands,19.5,158500
Marshall Islands,20.0,162000
Marshall Islands,20.5,158500
Micronesia,0.5,20500
Micronesia,1.0,24500
Micronesia,1.5,28000
Micronesia,2.0,31500
Micronesia,2.5,35000
Micronesia,3.0,39000
Micronesia,3.5,42500
Micronesia,4.0,46000
Micronesia,4.5,49500
Micronesia,5.0,53500
Micronesia,5.5,57000
Micronesia,6.0,60500
Micronesia,6.5,64500
Micronesia,7.0,68000
Micronesia,7.5,71500
Micronesia,8.0,75000
Micronesia,8.5,78500
Micronesia,9.0,82500
Micronesia,9.5,86000
Micronesia,10.0,89500
Micronesia,10.5,93500
Micronesia,11.0,97000
Micronesia,11.5,100500
Micronesia,12.0,104000
Micronesia,12.5,108000
Micronesia,13.0,111500
Micronesia,13.5,115000
Micronesia,14.0,118500
Micronesia,14.5,122500
Micronesia,15.0,126000
Micronesia,15.5,129500
Micronesia,16.0,133000
Micronesia,16.5,136500
Micronesia,17.0,140500
Micronesia,17.5,144000
Micronesia,18.0,147500
Micronesia,18.5,151000
Micronesia,19.0,155000
Micronesia,19.5,158500
Micronesia,20.0,162000
Micronesia,20.5,158500
Netherlands,0.5,20500
Netherlands,1.0,24500
Netherlands,1.5,28000
Netherlands,2.0,31500
Netherlands,2.5,35000
Netherlands,3.0,39000
Netherlands,3.5,42500
Netherlands,4.0,46000
Netherlands,4.5,49500
Netherlands,5.0,53500
Netherlands,5.5,57000
Netherlands,6.0,60500
Netherlands,6.5,64500
Netherlands,7.0,68000
Netherlands,7.5,71500
Netherlands,8.0,75000
Netherlands,8.5,78500
Netherlands,9.0,82500
Netherlands,9.5,86000
Netherlands,10.0,89500
Netherlands,10.5,93500
Netherlands,11.0,97000
Netherlands,11.5,100500
Netherlands,12.0,104000
Netherlands,12.5,108000
Netherlands,13.0,111500
Netherlands,13.5,115000
Netherlands,14.0,118500
Netherlands,14.5,122500
Netherlands,15.0,126000
Netherlands,15.5,129500
Netherlands,16.0,133000
Netherlands,16.5,136500
Netherlands,17.0,140500
Netherlands,17.5,144000
Netherlands,18.0,147500
Netherlands,18.5,151000
Netherlands,19.0,155000
Netherlands,19.5,158500
Netherlands,20.0,162000
Netherlands,20.5,158500
New Caledonia,0.5,20500
New Caledonia,1.0,24500
New Caledonia,1.5,28000
New Caledonia,2.0,31500
New Caledonia,2.5,35000
New Caledonia,3.0,39000
New Caledonia,3.5,42500
New Caledonia,4.0,46000
New Caledonia,4.5,49500
New Caledonia,5.0,53500
New Caledonia,5.5,57000
New Caledonia,6.0,60500
New Caledonia,6.5,64500
New Caledonia,7.0,68000
New Caledonia,7.5,71500
New Caledonia,8.0,75000
New Caledonia,8.5,78500
New Caledonia,9.0,82500
New Caledonia,9.5,86000
New Caledonia,10.0,89500
New Caledonia,10.5,93500
New Caledonia,11.0,97000
New Caledonia,11.5,100500
New Caledonia,12.0,104000
New Caledonia,12.5,108000
New Caledonia,13.0,111500
New Caledonia,13.5,115000
New Caledonia,14.0,118500
New Caledonia,14.5,122500
New Caledonia,15.0,126000
New Caledonia,15.5,129500
New Caledonia,16.0,133000
New Caledonia,16.5,136500
New Caledonia,17.0,140500
New Caledonia,17.5,144000
New Caledonia,18.0,147500
New Caledonia,18.5,151000
New Caledonia,19.0,155000
New Caledonia,19.5,158500
New Caledonia,20.0,162000
New Caledonia,20.5,158500
Norway,0.5,20500
Norway,1.0,24500
Norway,1.5,28000
Norway,2.0,31500
Norway,2.5,35000
Norway,3.0,39000
Norway,3.5,42500
Norway,4.0,46000
Norway,4.5,49500
Norway,5.0,53500
Norway,5.5,57000
Norway,6.0,60500
Norway,6.5,64500
Norway,7.0,68000
Norway,7.5,71500
Norway,8.0,75000
Norway,8.5,78500
Norway,9.0,82500
Norway,9.5,86000
Norway,10.0,89500
Norway,10.5,93500
Norway,11.0,97000
Norway,11.5,100500
Norway,12.0,104000
Norway,12.5,108000
Norway,13.0,111500
Norway,13.5,115000
Norway,14.0,118500
Norway,14.5,122500
Norway,15.0,126000
Norway,15.5,129500
Norway,16.0,133000
Norway,16.5,136500
Norway,17.0,140500
Norway,17.5,144000
Norway,18.0,147500
Norway,18.5,151000
Norway,19.0,155000
Norway,19.5,158500
Norway,20.0,162000
Norway,20.5,158500
Oman,0.5,20500
Oman,1.0,24500
Oman,1.5,28000
Oman,2.0,31500
Oman,2.5,35000
Oman,3.0,39000
Oman,3.5,42500
Oman,4.0,46000
Oman,4.5,49500
Oman,5.0,53500
Oman,5.5,57000
Oman,6.0,60500
Oman,6.5,64500
Oman,7.0,68000
Oman,7.5,71500
Oman,8.0,75000
Oman,8.5,78500
Oman,9.0,82500
Oman,9.5,86000
Oman,10.0,89500
Oman,10.5,93500
Oman,11.0,97000
Oman,11.5,100500
Oman,12.0,104000
Oman,12.5,108000
Oman,13.0,111500
Oman,13.5,115000
Oman,14.0,118500
Oman,14.5,122500
Oman,15.0,126000
Oman,15.5,129500
Oman,16.0,133000
Oman,16.5,136500
Oman,17.0,140500
Oman,17.5,144000
Oman,18.0,147500
Oman,18.5,151000
Oman,19.0,155000
Oman,19.5,158500
Oman,20.0,162000
Oman,20.5,158500
Pakistan,0.5,20500
Pakistan,1.0,24500
Pakistan,1.5,28000
Pakistan,2.0,31500
Pakistan,2.5,35000
Pakistan,3.0,39000
Pakistan,3.5,42500
Pakistan,4.0,46000
Pakistan,4.5,49500
Pakistan,5.0,53500
Pakistan,5.5,57000
Pakistan,6.0,60500
Pakistan,6.5,64500
Pakistan,7.0,68000
Pakistan,7.5,71500
Pakistan,8.0,75000
Pakistan,8.5,78500
Pakistan,9.0,82500
Pakistan,9.5,86000
Pakistan,10.0,89500
Pakistan,10.5,93500
Pakistan,11.0,97000
Pakistan,11.5,100500
Pakistan,12.0,104000
Pakistan,12.5,108000
Pakistan,13.0,111500
Pakistan,13.5,115000
Pakistan,14.0,118500
Pakistan,14.5,122500
Pakistan,15.0,126000
Pakistan,15.5,129500
Pakistan,16.0,133000
Pakistan,16.5,136500
Pakistan,17.0,140500
Pakistan,17.5,144000
Pakistan,18.0,147500
Pakistan,18.5,151000
Pakistan,19.0,155000
Pakistan,19.5,158500
Pakistan,20.0,162000
Pakistan,20.5,158500
Palau,0.5,20500
Palau,1.0,24500
Palau,1.5,28000
Palau,2.0,31500
Palau,2.5,35000
Palau,3.0,39000
Palau,3.5,42500
Palau,4.0,46000
Palau,4.5,49500
Palau,5.0,53500
Palau,5.5,57000
Palau,6.0,60500
Palau,6.5,64500
Palau,7.0,68000
Palau,7.5,71500
Palau,8.0,75000
Palau,8.5,78500
Palau,9.0,82500
Palau,9.5,86000
Palau,10.0,89500
Palau,10.5,93500
Palau,11.0,97000
Palau,11.5,100500
Palau,12.0,104000
Palau,12.5,108000
Palau,13.0,111500
Palau,13.5,115000
Palau,14.0,118500
Palau,14.5,122500
Palau,15.0,126000
Palau,15.5,129500
Palau,16.0,133000
Palau,16.5,136500
Palau,17.0,140500
Palau,17.5,144000
Palau,18.0,147500
Palau,18.5,151000
Palau,19.0,155000
Palau,19.5,158500
Palau,20.0,162000
Palau,20.5,158500
Papua New Guinea,0.5,20500
Papua New Guinea,1.0,24500
Papua New Guinea,1.5,28000
Papua New Guinea,2.0,31500
Papua New Guinea,2.5,35000
Papua New Guinea,3.0,39000
Papua New Guinea,3.5,42500
Papua New Guinea,4.0,46000
Papua New Guinea,4.5,49500
Papua New Guinea,5.0,53500
Papua New Guinea,5.5,57000
Papua New Guinea,6.0,60500
Papua New Guinea,6.5,64500
Papua New Guinea,7.0,68000
Papua New Guinea,7.5,71500
Papua New Guinea,8.0,75000
Papua New Guinea,8.5,78500
Papua New Guinea,9.0,82500
Papua New Guinea,9.5,86000
Papua New Guinea,10.0,89500
Papua New Guinea,10.5,93500
Papua New Guinea,11.0,97000
Papua New Guinea,11.5,100500
Papua New Guinea,12.0,104000
Papua New Guinea,12.5,108000
Papua New Guinea,13.0,111500
Papua New Guinea,13.5,115000
Papua New Guinea,14.0,118500
Papua New Guinea,14.5,122500
Papua New Guinea,15.0,126000
Papua New Guinea,15.5,129500
Papua New Guinea,16.0,133000
Papua New Guinea,16.5,136500
Papua New Guinea,17.0,140500
Papua New Guinea,17.5,144000
Papua New Guinea,18.0,147500
Papua New Guinea,18.5,151000
Papua New Guinea,19.0,155000
Papua New Guinea,19.5,158500
Papua New Guinea,20.0,162000
Papua New Guinea,20.5,158500
Poland,0.5,20500
Poland,1.0,24500
Poland,1.5,28000
Poland,2.0,31500
Poland,2.5,35000
Poland,3.0,39000
Poland,3.5,42500
Poland,4.0,46000
Poland,4.5,49500
Poland,5.0,53500
Poland,5.5,57000
Poland,6.0,60500
Poland,6.5,64500
Poland,7.0,68000
Poland,7.5,71500
Poland,8.0,75000
Poland,8.5,78500
Poland,9.0,82500
Poland,9.5,86000
Poland,10.0,89500
Poland,10.5,93500
Poland,11.0,97000
Poland,11.5,100500
Poland,12.0,104000
Poland,12.5,108000
Poland,13.0,111500
Poland,13.5,115000
Poland,14.0,118500
Poland,14.5,122500
Poland,15.0,126000
Poland,15.5,129500
Poland,16.0,133000
Poland,16.5,136500
Poland,17.0,140500
Poland,17.5,144000
Poland,18.0,147500
Poland,18.5,151000
Poland,19.0,155000
Poland,19.5,158500
Poland,20.0,162000
Poland,20.5,158500
Portugal,0.5,20500
Portugal,1.0,24500
Portugal,1.5,28000
Portugal,2.0,31500
Portugal,2.5,35000
Portugal,3.0,39000
Portugal,3.5,42500
Portugal,4.0,46000
Portugal,4.5,49500
Portugal,5.0,53500
Portugal,5.5,57000
Portugal,6.0,60500
Portugal,6.5,64500
Portugal,7.0,68000
Portugal,7.5,71500
Portugal,8.0,75000
Portugal,8.5,78500
Portugal,9.0,82500
Portugal,9.5,86000
Portugal,10.0,89500
Portugal,10.5,93500
Portugal,11.0,97000
Portugal,11.5,100500
Portugal,12.0,104000
Portugal,12.5,108000
Portugal,13.0,111500
Portugal,13.5,115000
Portugal,14.0,118500
Portugal,14.5,122500
Portugal,15.0,126000
Portugal,15.5,129500
Portugal,16.0,133000
Portugal,16.5,136500
Portugal,17.0,140500
Portugal,17.5,144000
Portugal,18.0,147500
Portugal,18.5,151000
Portugal,19.0,155000
Portugal,19.5,158500
Portugal,20.0,162000
Portugal,20.5,158500
Qatar,0.5,20500
Qatar,1.0,24500
Qatar,1.5,28000
Qatar,2.0,31500
Qatar,2.5,35000
Qatar,3.0,39000
Qatar,3.5,42500
Qatar,4.0,46000
Qatar,4.5,49500
Qatar,5.0,53500
Qatar,5.5,57000
Qatar,6.0,60500
Qatar,6.5,64500
Qatar,7.0,68000
Qatar,7.5,71500
Qatar,8.0,75000
Qatar,8.5,78500
Qatar,9.0,82500
Qatar,9.5,86000
Qatar,10.0,89500
Qatar,10.5,93500
Qatar,11.0,97000
Qatar,11.5,100500
Qatar,12.0,104000
Qatar,12.5,108000
Qatar,13.0,111500
Qatar,13.5,115000
Qatar,14.0,118500
Qatar,14.5,122500
Qatar,15.0,126000
Qatar,15.5,129500
Qatar,16.0,133000
Qatar,16.5,136500
Qatar,17.0,140500
Qatar,17.5,144000
Qatar,18.0,147500
Qatar,18.5,151000
Qatar,19.0,155000
Qatar,19.5,158500
Qatar,20.0,162000
Qatar,20.5,158500
Romania,0.5,20500
Romania,1.0,24500
Romania,1.5,28000
Romania,2.0,31500
Romania,2.5,35000
Romania,3.0,39000
Romania,3.5,42500
Romania,4.0,46000
Romania,4.5,49500
Romania,5.0,53500
Romania,5.5,57000
Romania,6.0,60500
Romania,6.5,64500
Romania,7.0,68000
Romania,7.5,71500
Romania,8.0,75000
Romania,8.5,78500
Romania,9.0,82500
Romania,9.5,86000
Romania,10.0,89500
Romania,10.5,93500
Romania,11.0,97000
Romania,11.5,100500
Romania,12.0,104000
Romania,12.5,108000
Romania,13.0,111500
Romania,13.5,115000
Romania,14.0,118500
Romania,14.5,122500
Romania,15.0,126000
Romania,15.5,129500
Romania,16.0,133000
Romania,16.5,136500
Romania,17.0,140500
Romania,17.5,144000
Romania,18.0,147500
Romania,18.5,151000
Romania,19.0,155000
Romania,19.5,158500
Romania,20.0,162000
Romania,20.5,158500
Saipan,0.5,20500
Saipan,1.0,24500
Saipan,1.5,28000
Saipan,2.0,31500
Saipan,2.5,35000
Saipan,3.0,39000
Saipan,3.5,42500
Saipan,4.0,46000
Saipan,4.5,49500
Saipan,5.0,53500
Saipan,5.5,57000
Saipan,6.0,60500
Saipan,6.5,64500
Saipan,7.0,68000
Saipan,7.5,71500
Saipan,8.0,75000
Saipan,8.5,78500
Saipan,9.0,82500
Saipan,9.5,86000
Saipan,10.0,89500
Saipan,10.5,93500
Saipan,11.0,97000
Saipan,11.5,100500
Saipan,12.0,104000
Saipan,12.5,108000
Saipan,13.0,111500
Saipan,13.5,115000
Saipan,14.0,118500
Saipan,14.5,122500
Saipan,15.0,126000
Saipan,15.5,129500
Saipan,16.0,133000
Saipan,16.5,136500
Saipan,17.0,140500
Saipan,17.5,144000
Saipan,18.0,147500
Saipan,18.5,151000
Saipan,19.0,155000
Saipan,19.5,158500
Saipan,20.0,162000
Saipan,20.5,158500
Saudi Arabia,0.5,20500
Saudi Arabia,1.0,24500
Saudi Arabia,1.5,28000
Saudi Arabia,2.0,31500
Saudi Arabia,2.5,35000
Saudi Arabia,3.0,39000
Saudi Arabia,3.5,42500
Saudi Arabia,4.0,46000
Saudi Arabia,4.5,49500
Saudi Arabia,5.0,53500
Saudi Arabia,5.5,57000
Saudi Arabia,6.0,60500
Saudi Arabia,6.5,64500
Saudi Arabia,7.0,68000
Saudi Arabia,7.5,71500
Saudi Arabia,8.0,75000
Saudi Arabia,8.5,78500
Saudi Arabia,9.0,82500
Saudi Arabia,9.5,86000
Saudi Arabia,10.0,89500
Saudi Arabia,10.5,93500
Saudi Arabia,11.0,97000
Saudi Arabia,11.5,100500
Saudi Arabia,12.0,104000
Saudi Arabia,12.5,108000
Saudi Arabia,13.0,111500
Saudi Arabia,13.5,115000
Saudi Arabia,14.0,118500
Saudi Arabia,14.5,122500
Saudi Arabia,15.0,126000
Saudi Arabia,15.5,129500
Saudi Arabia,16.0,133000
Saudi Arabia,16.5,136500
Saudi Arabia,17.0,140500
Saudi Arabia,17.5,144000
Saudi Arabia,18.0,147500
Saudi Arabia,18.5,151000
Saudi Arabia,19.0,155000
Saudi Arabia,19.5,158500
Saudi Arabia,20.0,162000
Saudi Arabia,20.5,158500
Serbia,0.5,20500
Serbia,1.0,24500
Serbia,1.5,28000
Serbia,2.0,31500
Serbia,2.5,35000
Serbia,3.0,39000
Serbia,3.5,42500
Serbia,4.0,46000
Serbia,4.5,49500
Serbia,5.0,53500
Serbia,5.5,57000
Serbia,6.0,60500
Serbia,6.5,64500
Serbia,7.0,68000
Serbia,7.5,71500
Serbia,8.0,75000
Serbia,8.5,78500
Serbia,9.0,82500
Serbia,9.5,86000
Serbia,10.0,89500
Serbia,10.5,93500
Serbia,11.0,97000
Serbia,11.5,100500
Serbia,12.0,104000
Serbia,12.5,108000
Serbia,13.0,111500
Serbia,13.5,115000
Serbia,14.0,118500
Serbia,14.5,122500
Serbia,15.0,126000
Serbia,15.5,129500
Serbia,16.0,133000
Serbia,16.5,136500
Serbia,17.0,140500
Serbia,17.5,144000
Serbia,18.0,147500
Serbia,18.5,151000
Serbia,19.0,155000
Serbia,19.5,158500
Serbia,20.0,162000
Serbia,20.5,158500
Slovakia,0.5,20500
Slovakia,1.0,24500
Slovakia,1.5,28000
Slovakia,2.0,31500
Slovakia,2.5,35000
Slovakia,3.0,39000
Slovakia,3.5,42500
Slovakia,4.0,46000
Slovakia,4.5,49500
Slovakia,5.0,53500
Slovakia,5.5,57000
Slovakia,6.0,60500
Slovakia,6.5,64500
Slovakia,7.0,68000
Slovakia,7.5,71500
Slovakia,8.0,75000
Slovakia,8.5,78500
Slovakia,9.0,82500
Slovakia,9.5,86000
Slovakia,10.0,89500
Slovakia,10.5,93500
Slovakia,11.0,97000
Slovakia,11.5,100500
Slovakia,12.0,104000
Slovakia,12.5,108000
Slovakia,13.0,111500
Slovakia,13.5,115000
Slovakia,14.0,118500
Slovakia,14.5,122500
Slovakia,15.0,126000
Slovakia,15.5,129500
Slovakia,16.0,133000
Slovakia,16.5,136500
Slovakia,17.0,140500
Slovakia,17.5,144000
Slovakia,18.0,147500
Slovakia,18.5,151000
Slovakia,19.0,155000
Slovakia,19.5,158500
Slovakia,20.0,162000
Slovakia,20.5,158500
Slovenia,0.5,20500
Slovenia,1.0,24500
Slovenia,1.5,28000
Slovenia,2.0,31500
Slovenia,2.5,35000
Slovenia,3.0,39000
Slovenia,3.5,42500
Slovenia,4.0,46000
Slovenia,4.5,49500
Slovenia,5.0,53500
Slovenia,5.5,57000
Slovenia,6.0,60500
Slovenia,6.5,64500
Slovenia,7.0,68000
Slovenia,7.5,71500
Slovenia,8.0,75000
Slovenia,8.5,78500
Slovenia,9.0,82500
Slovenia,9.5,86000
Slovenia,10.0,89500
Slovenia,10.5,93500
Slovenia,11.0,97000
Slovenia,11.5,100500
Slovenia,12.0,104000
Slovenia,12.5,108000
Slovenia,13.0,111500
Slovenia,13.5,115000
Slovenia,14.0,118500
Slovenia,14.5,122500
Slovenia,15.0,126000
Slovenia,15.5,129500
Slovenia,16.0,133000
Slovenia,16.5,136500
Slovenia,17.0,140500
Slovenia,17.5,144000
Slovenia,18.0,147500
Slovenia,18.5,151000
Slovenia,19.0,155000
Slovenia,19.5,158500
Slovenia,20.0,162000
Slovenia,20.5,158500
Sweden,0.5,20500
Sweden,1.0,24500
Sweden,1.5,28000
Sweden,2.0,31500
Sweden,2.5,35000
Sweden,3.0,39000
Sweden,3.5,42500
Sweden,4.0,46000
Sweden,4.5,49500
Sweden,5.0,53500
Sweden,5.5,57000
Sweden,6.0,60500
Sweden,6.5,64500
Sweden,7.0,68000
Sweden,7.5,71500
Sweden,8.0,75000
Sweden,8.5,78500
Sweden,9.0,82500
Sweden,9.5,86000
Sweden,10.0,89500
Sweden,10.5,93500
Sweden,11.0,97000
Sweden,11.5,100500
Sweden,12.0,104000
Sweden,12.5,108000
Sweden,13.0,111500
Sweden,13.5,115000
Sweden,14.0,118500
Sweden,14.5,122500
Sweden,15.0,126000
Sweden,15.5,129500
Sweden,16.0,133000
Sweden,16.5,136500
Sweden,17.0,140500
Sweden,17.5,144000
Sweden,18.0,147500
Sweden,18.5,151000
Sweden,19.0,155000
Sweden,19.5,158500
Sweden,20.0,162000
Sweden,20.5,158500
Switzerland,0.5,20500
Switzerland,1.0,24500
Switzerland,1.5,28000
Switzerland,2.0,31500
Switzerland,2.5,35000
Switzerland,3.0,39000
Switzerland,3.5,42500
Switzerland,4.0,46000
Switzerland,4.5,49500
Switzerland,5.0,53500
Switzerland,5.5,57000
Switzerland,6.0,60500
Switzerland,6.5,64500
Switzerland,7.0,68000
Switzerland,7.5,71500
Switzerland,8.0,75000
Switzerland,8.5,78500
Switzerland,9.0,82500
Switzerland,9.5,86000
Switzerland,10.0,89500
Switzerland,10.5,93500
Switzerland,11.0,97000
Switzerland,11.5,100500
Switzerland,12.0,104000
Switzerland,12.5,108000
Switzerland,13.0,111500
Switzerland,13.5,115000
Switzerland,14.0,118500
Switzerland,14.5,122500
Switzerland,15.0,126000
Switzerland,15.5,129500
Switzerland,16.0,133000
Switzerland,16.5,136500
Switzerland,17.0,140500
Switzerland,17.5,144000
Switzerland,18.0,147500
Switzerland,18.5,151000
Switzerland,19.0,155000
Switzerland,19.5,158500
Switzerland,20.0,162000
Switzerland,20.5,158500
Syria,0.5,20500
Syria,1.0,24500
Syria,1.5,28000
Syria,2.0,31500
Syria,2.5,35000
Syria,3.0,39000
Syria,3.5,42500
Syria,4.0,46000
Syria,4.5,49500
Syria,5.0,53500
Syria,5.5,57000
Syria,6.0,60500
Syria,6.5,64500
Syria,7.0,68000
Syria,7.5,71500
Syria,8.0,75000
Syria,8.5,78500
Syria,9.0,82500
Syria,9.5,86000
Syria,10.0,89500
Syria,10.5,93500
Syria,11.0,97000
Syria,11.5,100500
Syria,12.0,104000
Syria,12.5,108000
Syria,13.0,111500
Syria,13.5,115000
Syria,14.0,118500
Syria,14.5,122500
Syria,15.0,126000
Syria,15.5,129500
Syria,16.0,133000
Syria,16.5,136500
Syria,17.0,140500
Syria,17.5,144000
Syria,18.0,147500
Syria,18.5,151000
Syria,19.0,155000
Syria,19.5,158500
Syria,20.0,162000
Syria,20.5,158500
Tajikistan,0.5,20500
Tajikistan,1.0,24500
Tajikistan,1.5,28000
Tajikistan,2.0,31500
Tajikistan,2.5,35000
Tajikistan,3.0,39000
Tajikistan,3.5,42500
Tajikistan,4.0,46000
Tajikistan,4.5,49500
Tajikistan,5.0,53500
Tajikistan,5.5,57000
Tajikistan,6.0,60500
Tajikistan,6.5,64500
Tajikistan,7.0,68000
Tajikistan,7.5,71500
Tajikistan,8.0,75000
Tajikistan,8.5,78500
Tajikistan,9.0,82500
Tajikistan,9.5,86000
Tajikistan,10.0,89500
Tajikistan,10.5,93500
Tajikistan,11.0,97000
Tajikistan,11.5,100500
Tajikistan,12.0,104000
Tajikistan,12.5,108000
Tajikistan,13.0,111500
Tajikistan,13.5,115000
Tajikistan,14.0,118500
Tajikistan,14.5,122500
Tajikistan,15.0,126000
Tajikistan,15.5,129500
Tajikistan,16.0,133000
Tajikistan,16.5,136500
Tajikistan,17.0,140500
Tajikistan,17.5,144000
Tajikistan,18.0,147500
Tajikistan,18.5,151000
Tajikistan,19.0,155000
Tajikistan,19.5,158500
Tajikistan,20.0,162000
Tajikistan,20.5,158500
Tonga,0.5,20500
Tonga,1.0,24500
Tonga,1.5,28000
Tonga,2.0,31500
Tonga,2.5,35000
Tonga,3.0,39000
Tonga,3.5,42500
Tonga,4.0,46000
Tonga,4.5,49500
Tonga,5.0,53500
Tonga,5.5,57000
Tonga,6.0,60500
Tonga,6.5,64500
Tonga,7.0,68000
Tonga,7.5,71500
Tonga,8.0,75000
Tonga,8.5,78500
Tonga,9.0,82500
Tonga,9.5,86000
Tonga,10.0,89500
Tonga,10.5,93500
Tonga,11.0,97000
Tonga,11.5,100500
Tonga,12.0,104000
Tonga,12.5,108000
Tonga,13.0,111500
Tonga,13.5,115000
Tonga,14.0,118500
Tonga,14.5,122500
Tonga,15.0,126000
Tonga,15.5,129500
Tonga,16.0,133000
Tonga,16.5,136500
Tonga,17.0,140500
Tonga,17.5,144000
Tonga,18.0,147500
Tonga,18.5,151000
Tonga,19.0,155000
Tonga,19.5,158500
Tonga,20.0,162000
Tonga,20.5,158500
Turkey,0.5,20500
Turkey,1.0,24500
Turkey,1.5,28000
Turkey,2.0,31500
Turkey,2.5,35000
Turkey,3.0,39000
Turkey,3.5,42500
Turkey,4.0,46000
Turkey,4.5,49500
Turkey,5.0,53500
Turkey,5.5,57000
Turkey,6.0,60500
Turkey,6.5,64500
Turkey,7.0,68000
Turkey,7.5,71500
Turkey,8.0,75000
Turkey,8.5,78500
Turkey,9.0,82500
Turkey,9.5,86000
Turkey,10.0,89500
Turkey,10.5,93500
Turkey,11.0,97000
Turkey,11.5,100500
Turkey,12.0,104000
Turkey,12.5,108000
Turkey,13.0,111500
Turkey,13.5,115000
Turkey,14.0,118500
Turkey,14.5,122500
Turkey,15.0,126000
Turkey,15.5,129500
Turkey,16.0,133000
Turkey,16.5,136500
Turkey,17.0,140500
Turkey,17.5,144000
Turkey,18.0,147500
Turkey,18.5,151000
Turkey,19.0,155000
Turkey,19.5,158500
Turkey,20.0,162000
Turkey,20.5,158500
Turkmenistan,0.5,20500
Turkmenistan,1.0,24500
Turkmenistan,1.5,28000
Turkmenistan,2.0,31500
Turkmenistan,2.5,35000
Turkmenistan,3.0,39000
Turkmenistan,3.5,42500
Turkmenistan,4.0,46000
Turkmenistan,4.5,49500
Turkmenistan,5.0,53500
Turkmenistan,5.5,57000
Turkmenistan,6.0,60500
Turkmenistan,6.5,64500
Turkmenistan,7.0,68000
Turkmenistan,7.5,71500
Turkmenistan,8.0,75000
Turkmenistan,8.5,78500
Turkmenistan,9.0,82500
Turkmenistan,9.5,86000
Turkmenistan,10.0,89500
Turkmenistan,10.5,93500
Turkmenistan,11.0,97000
Turkmenistan,11.5,100500
Turkmenistan,12.0,104000
Turkmenistan,12.5,108000
Turkmenistan,13.0,111500
Turkmenistan,13.5,115000
Turkmenistan,14.0,118500
Turkmenistan,14.5,122500
Turkmenistan,15.0,126000
Turkmenistan,15.5,129500
Turkmenistan,16.0,133000
Turkmenistan,16.5,136500
Turkmenistan,17.0,140500
Turkmenistan,17.5,144000
Turkmenistan,18.0,147500
Turkmenistan,18.5,151000
Turkmenistan,19.0,155000
Turkmenistan,19.5,158500
Turkmenistan,20.0,162000
Turkmenistan,20.5,158500
Ukraine,0.5,20500
Ukraine,1.0,24500
Ukraine,1.5,28000
Ukraine,2.0,31500
Ukraine,2.5,35000
Ukraine,3.0,39000
Ukraine,3.5,42500
Ukraine,4.0,46000
Ukraine,4.5,49500
Ukraine,5.0,53500
Ukraine,5.5,57000
Ukraine,6.0,60500
Ukraine,6.5,64500
Ukraine,7.0,68000
Ukraine,7.5,71500
Ukraine,8.0,75000
